r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
yew | hue, And here and there a lonely yew,o4984-l33845," The aether sheds its blackest hue,",o4984-l33840,/uː/ | /uː/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
reign | plain, Marks Melancholy's reign. ,o4984-l33850, Where o'er the joyless plain,o4984-l33835,/eɪn/ | /eɪn/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
blow | flow,"Where chearful gales forget to blow,",o4984-l33855," Pellucid currents cease to flow,",o4984-l33860,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
flow | blow," Pellucid currents cease to flow,",o4984-l33860,"Where chearful gales forget to blow,",o4984-l33855,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
height | light, The cloud-capt mountain's height,o4984-l33865, Of soul-enlivening light. ,o4984-l33880,/aɪt/ | /aɪt/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
way | ray, All avenues of the dreary way,o4984-l33870, Secures from each pervading ray,o4984-l33875,/eɪ/ | /eɪ/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
ray | way, Secures from each pervading ray,o4984-l33875, All avenues of the dreary way,o4984-l33870,/eɪ/ | /eɪ/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
light | height, Of soul-enlivening light. ,o4984-l33880, The cloud-capt mountain's height,o4984-l33865,/aɪt/ | /aɪt/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
seeks | cheeks,"Where Grief sad social solace seeks,",o4984-l33885," The rose has fled her meagre cheeks,",o4984-l33890,/iːks/ | /iːks/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
cheeks | seeks," The rose has fled her meagre cheeks,",o4984-l33890,"Where Grief sad social solace seeks,",o4984-l33885,/iːks/ | /iːks/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
eye | fly, And hollow is her eye;,o4984-l33895, The wing'd chimeras fly. ,o4984-l33910,/aɪ/ | /aɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
head | bed," Care on her lap reclines his head,",o4984-l33900, Whilst hovering round the restless bed,o4984-l33905,/ed/ | /ed/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
bed | head, Whilst hovering round the restless bed,o4984-l33905," Care on her lap reclines his head,",o4984-l33900,/ed/ | /ed/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
fly | eye, The wing'd chimeras fly. ,o4984-l33910, And hollow is her eye;,o4984-l33895,/aɪ/ | /aɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
spleen | unseen,Rack'd with ideal tortures Spleen,o4984-l33915," A thousand fiends unknown, unseen,",o4984-l33920,/iːn/ | /iːn/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
unseen | spleen," A thousand fiends unknown, unseen,",o4984-l33920,Rack'd with ideal tortures Spleen,o4984-l33915,/iːn/ | /iːn/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
scare | air, With shadowy faulchions scare;,o4984-l33925, The phantom thro' the air. ,o4984-l33940,/eə/ | /eə/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
sides | rides," This rends her breast, that goads her sides,",o4984-l33930, And every hag of Fancy rides,o4984-l33935,/aɪdz/ | /aɪdz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
rides | sides, And every hag of Fancy rides,o4984-l33935," This rends her breast, that goads her sides,",o4984-l33930,/aɪdz/ | /aɪdz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
air | scare, The phantom thro' the air. ,o4984-l33940, With shadowy faulchions scare;,o4984-l33925,/eə/ | /eə/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
ear | tear,"Hark, softly stealing on the ear",o4984-l33945," The hollow sigh, the dropping tear,",o4984-l33950,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
tear | ear," The hollow sigh, the dropping tear,",o4984-l33950,"Hark, softly stealing on the ear",o4984-l33945,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
despair | fair, The music of Despair;,o4984-l33955, Of youthful widowed fair. ,o4984-l33970,/eə/ | /eə/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
sighs | eyes," Not lovers sorrow-mocking sighs,",o4984-l33960, Or mimic Grief that melts the eyes,o4984-l33965,/aɪz/ | /aɪz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
eyes | sighs, Or mimic Grief that melts the eyes,o4984-l33965," Not lovers sorrow-mocking sighs,",o4984-l33960,/aɪz/ | /aɪz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
fair | despair, Of youthful widowed fair. ,o4984-l33970, The music of Despair;,o4984-l33955,/eə/ | /eə/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
pierce | hearse,"Sorrows that orphan bosoms pierce,",o4984-l33975," Pour'd o'er a tender parent's hearse,",o4984-l33980,/ɪəs/ | /ɜːs/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
hearse | pierce," Pour'd o'er a tender parent's hearse,",o4984-l33980,"Sorrows that orphan bosoms pierce,",o4984-l33975,/ɜːs/ | /ɪəs/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
fate | state, Snatch'd by unpitying fate;,o4984-l33985, Surveys their helpless state. ,o4984-l34000,/eɪt/ | /eɪt/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
nigh | eye," No fostering hand's kind solace nigh,",o4984-l33990, Each summer friend with wayward eye,o4984-l33995,/aɪ/ | /aɪ/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
eye | nigh, Each summer friend with wayward eye,o4984-l33995," No fostering hand's kind solace nigh,",o4984-l33990,/aɪ/ | /aɪ/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
state | fate, Surveys their helpless state. ,o4984-l34000, Snatch'd by unpitying fate;,o4984-l33985,/eɪt/ | /eɪt/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
flies | skies,"Thus the vague group of vernal flies,",o4984-l34005," While Titan gilds the cloudless skies,",o4984-l34010,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
skies | flies," While Titan gilds the cloudless skies,",o4984-l34010,"Thus the vague group of vernal flies,",o4984-l34005,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
ray | away, Sport in the glistening ray:,o4984-l34015, Each insect veers away. ,o4984-l34030,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
overcast | blast, The spiendid scene once overcast,o4984-l34020," By lowering cloud, or adverse blast,",o4984-l34025,/əʊvəkɑːst/ | /ɑːst/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
blast | overcast," By lowering cloud, or adverse blast,",o4984-l34025, The spiendid scene once overcast,o4984-l34020,/ɑːst/ | /əʊvəkɑːst/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
away | ray, Each insect veers away. ,o4984-l34030, Sport in the glistening ray:,o4984-l34015,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
o'erswells | cells,When Pleasure's madding tide o'erswells,o4984-l34035," The rapt breast, to those doleful cells",o4984-l34040,/ɔːswelz/ | /elz/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
cells | o'erswells," The rapt breast, to those doleful cells",o4984-l34040,When Pleasure's madding tide o'erswells,o4984-l34035,/elz/ | /ɔːswelz/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00252,o4984-w0610
stray | way, Of misery let me stray;,o4984-l34045, Each devious step recal to Virtue's rugged way. ,o4984-l34060,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
solitude | intrude," There shall thought-fostering Solitude,",o4984-l34050," Whilst no fantastic joys intrude,",o4984-l34055,/ɒlɪtʃuːd/ | /uːd/,half-vowelrhyme,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
intrude | solitude," Whilst no fantastic joys intrude,",o4984-l34055," There shall thought-fostering Solitude,",o4984-l34050,/uːd/ | /ɒlɪtʃuːd/,half-vowelrhyme,aab<b>c</b><b>c</b>b,pers00252,o4984-w0610
way | stray, Each devious step recal to Virtue's rugged way. ,o4984-l34060, Of misery let me stray;,o4984-l34045,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0610
debate | fate,"EXPATIATE long in nice debate,",o4984-l33525," On Chance, Necessity, and Fate;",o4984-l33530,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
fate | debate," On Chance, Necessity, and Fate;",o4984-l33530,"EXPATIATE long in nice debate,",o4984-l33525,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
stray | play, With learn'd Lucretius stray,o4984-l33535, In mazy mystic play. ,o4984-l33550,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
grove | rove," In Epicurus' magic grove,",o4984-l33540, Where the self-motion'd atoms rove,o4984-l33545,/əʊv/ | /əʊv/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
rove | grove, Where the self-motion'd atoms rove,o4984-l33545," In Epicurus' magic grove,",o4984-l33540,/əʊv/ | /əʊv/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
play | stray, In mazy mystic play. ,o4984-l33550, With learn'd Lucretius stray,o4984-l33535,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
admit | wit,"Some vain hypothesis admit,",o4984-l33555, The specious cobweb-work of wit;,o4984-l33560,/ɪt/ | /ɪt/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
wit | admit, The specious cobweb-work of wit;,o4984-l33560,"Some vain hypothesis admit,",o4984-l33555,/ɪt/ | /ɪt/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
deny | deity, And daringly deny,o4984-l33565, An All-wise Deity. ,o4984-l33580,/aɪ/ | /eɪɪti/,half-pararhyme,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
avows | shows," What every object round avows,",o4984-l33570," What every act of Reason shews,",o4984-l33575,/aʊz/ | /əʊz/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
shows | avows," What every act of Reason shews,",o4984-l33575," What every object round avows,",o4984-l33570,/əʊz/ | /aʊz/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
deity | deny, An All-wise Deity. ,o4984-l33580, And daringly deny,o4984-l33565,/eɪɪti/ | /aɪ/,half-pararhyme,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
contest | breast,"The clearest evidence contest,",o4984-l33585," Divinely stampt on every breast,",o4984-l33590,/ɒntest/ | /est/,half-vowelrhyme,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
breast | contest," Divinely stampt on every breast,",o4984-l33590,"The clearest evidence contest,",o4984-l33585,/est/ | /ɒntest/,half-vowelrhyme,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
roll | pole, Since Time was taught to roll;,o4984-l33595," Remote, as pole from pole. ",o4984-l33610,/əʊl/ | /əʊl/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
stray | ray," In Error's gloomy coverts stray,",o4984-l33600, From Truth's indisputable ray,o4984-l33605,/eɪ/ | /eɪ/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
ray | stray, From Truth's indisputable ray,o4984-l33605," In Error's gloomy coverts stray,",o4984-l33600,/eɪ/ | /eɪ/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
pole | roll," Remote, as pole from pole. ",o4984-l33610, Since Time was taught to roll;,o4984-l33595,/əʊl/ | /əʊl/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
night | light,So shuts the moping bird of night,o4984-l33615," Her feeble eyes against the light,",o4984-l33620,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
light | night," Her feeble eyes against the light,",o4984-l33620,So shuts the moping bird of night,o4984-l33615,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
day | way, That glads the chearful day;,o4984-l33625, She wings her dubious way. ,o4984-l33640,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
reigns | plains, And when prevailing darkness reigns;,o4984-l33630," Thro' groves obscene, or dreary plains,",o4984-l33635,/eɪnz/ | /eɪnz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
plains | reigns," Thro' groves obscene, or dreary plains,",o4984-l33635, And when prevailing darkness reigns;,o4984-l33630,/eɪnz/ | /eɪnz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
way | day, She wings her dubious way. ,o4984-l33640, That glads the chearful day;,o4984-l33625,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
high | sky,"Consult the blue expanse on high,",o4984-l33645, The blush that paints the morning sky;,o4984-l33650,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
sky | high, The blush that paints the morning sky;,o4984-l33650,"Consult the blue expanse on high,",o4984-l33645,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
rides | resides," The cloud that nimbly rides,",o4984-l33655, Who there supreme resides. ,o4984-l33670,/aɪdz/ | /aɪdz/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
bright | night, The orbs that mark with lustre bright,o4984-l33660," The spangled mantle of the night,",o4984-l33665,/aɪt/ | /aɪt/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
night | bright," The spangled mantle of the night,",o4984-l33665, The orbs that mark with lustre bright,o4984-l33660,/aɪt/ | /aɪt/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
resides | rides, Who there supreme resides. ,o4984-l33670," The cloud that nimbly rides,",o4984-l33655,/aɪdz/ | /aɪdz/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
around | ground,"Question the gaudy flowers around,",o4984-l33675," That scent the air, or paint the ground,",o4984-l33680,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
ground | around," That scent the air, or paint the ground,",o4984-l33680,"Question the gaudy flowers around,",o4984-l33675,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
obey | decay, Whose influence they obey;,o4984-l33685, At whose command decay. ,o4984-l33700,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
dies | rise, Whose hand imparts the various dyes;,o4984-l33690, At whose command they bud and rise;,o4984-l33695,/aɪz/ | /aɪz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
rise | dies, At whose command they bud and rise;,o4984-l33695, Whose hand imparts the various dyes;,o4984-l33690,/aɪz/ | /aɪz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
decay | obey, At whose command decay. ,o4984-l33700, Whose influence they obey;,o4984-l33685,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
steep | creep,"Say ye, on down, or mountain steep,",o4984-l33705," That stately tread, or lowly creep;",o4984-l33710,/iːp/ | /iːp/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
creep | steep," That stately tread, or lowly creep;",o4984-l33710,"Say ye, on down, or mountain steep,",o4984-l33705,/iːp/ | /iːp/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
throng | song," And ye aërial throng,",o4984-l33715, Or sustenance or song:,o4984-l33730,/ɒŋ/ | /ɒŋ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
fields | yields, That chear the woodland scene and fields,o4984-l33720," With vocal strains; whose bounty yields,",o4984-l33725,/iːldz/ | /iːldz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
yields | fields," With vocal strains; whose bounty yields,",o4984-l33725, That chear the woodland scene and fields,o4984-l33720,/iːldz/ | /iːldz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
song | throng, Or sustenance or song:,o4984-l33730," And ye aërial throng,",o4984-l33715,/ɒŋ/ | /ɒŋ/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
domain | plain,"Who, in the ocean's waste domain,",o4984-l33735, The tenants of the watry plain,o4984-l33740,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
plain | domain, The tenants of the watry plain,o4984-l33740,"Who, in the ocean's waste domain,",o4984-l33735,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
supplies | rise, With liberal hand supplies? ,o4984-l33745, Or bids the tempest rise? ,o4984-l33760,/aɪz/ | /aɪz/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
binds | winds,"The floods in icy fetters binds,",o4984-l33750," Smooths the rough surge, and lulls the winds,",o4984-l33755,/aɪndz/ | /ɪndz/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
winds | binds," Smooths the rough surge, and lulls the winds,",o4984-l33755,"The floods in icy fetters binds,",o4984-l33750,/ɪndz/ | /aɪndz/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
rise | supplies, Or bids the tempest rise? ,o4984-l33760, With liberal hand supplies? ,o4984-l33745,/aɪz/ | /aɪz/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
scene | reign,Nature in every mystic scene,o4984-l33765, Declares a plastic Author's reign:,o4984-l33770,/iːn/ | /eɪn/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
reign | scene, Declares a plastic Author's reign:,o4984-l33770,Nature in every mystic scene,o4984-l33765,/eɪn/ | /iːn/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00252,o4984-w0600
wings | kings," Above the morning's wings,",o4984-l33775, Th' Almighty King of Kings. ,o4984-l33790,/ɪŋz/ | /ɪŋz/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
tides | resides," Beyond the sea's remotest tides,",o4984-l33780, Beneath the Daedal earth resides,o4984-l33785,/aɪdz/ | /aɪdz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
resides | tides, Beneath the Daedal earth resides,o4984-l33785," Beyond the sea's remotest tides,",o4984-l33780,/aɪdz/ | /aɪdz/,full,aab<b>c</b><b>c</b>b,pers00252,o4984-w0600
kings | wings, Th' Almighty King of Kings. ,o4984-l33790," Above the morning's wings,",o4984-l33775,/ɪŋz/ | /ɪŋz/,full,aa<b>b</b>cc<b>b</b>,pers00252,o4984-w0600
fair | care,"O'ER midnight glass, or by the fair",o4984-l33225," Without a thought, without a care",o4984-l33235,/eə/ | /eə/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
carest | rest, In dalliance soft carest;,o4984-l33230," To discompose their rest,",o4984-l33240,/eərəst/ | /est/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
care | fair," Without a thought, without a care",o4984-l33235,"O'ER midnight glass, or by the fair",o4984-l33225,/eə/ | /eə/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
rest | carest," To discompose their rest,",o4984-l33240, In dalliance soft carest;,o4984-l33230,/est/ | /eərəst/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
rove | grove, The meaner herd exulting pant to rove,o4984-l33245, The flowery paths of Pleasure's fairy grove:,o4984-l33250,/əʊv/ | /əʊv/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
grove | rove, The flowery paths of Pleasure's fairy grove:,o4984-l33250, The meaner herd exulting pant to rove,o4984-l33245,/əʊv/ | /əʊv/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
glow | below,While more determin'd bosoms glow,o4984-l33255," Source of whate'er is great below,",o4984-l33265,/əʊ/ | /əʊ/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
fires | desires, With high Ambition's fires;,o4984-l33260, The grave of mean desires:,o4984-l33270,/æəz/ | /æəz/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
below | glow," Source of whate'er is great below,",o4984-l33265,While more determin'd bosoms glow,o4984-l33255,/əʊ/ | /əʊ/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
desires | fires, The grave of mean desires:,o4984-l33270, With high Ambition's fires;,o4984-l33260,/æəz/ | /æəz/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
hour | bower," Adieu for them the pleasure-winged hour,",o4984-l33275," Adieu the bed of ease, the Paphian bower! ",o4984-l33280,/æə/ | /aʊə/,half-pararhyme,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
bower | hour," Adieu the bed of ease, the Paphian bower! ",o4984-l33280," Adieu for them the pleasure-winged hour,",o4984-l33275,/aʊə/ | /æə/,half-pararhyme,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
fame | aim,Tho' rough the paths that lead to Fame;,o4984-l33285," Ambition aids the generous aim,",o4984-l33295,/eɪm/ | /eɪm/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
dismay | way, Their steps no toils dismay;,o4984-l33290, And smooths the rugged way:,o4984-l33300,/eɪ/ | /eɪ/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
aim | fame," Ambition aids the generous aim,",o4984-l33295,Tho' rough the paths that lead to Fame;,o4984-l33285,/eɪm/ | /eɪm/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
way | dismay, And smooths the rugged way:,o4984-l33300, Their steps no toils dismay;,o4984-l33290,/eɪ/ | /eɪ/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
shine | design," With all its lustre bids bright Virtue shine,",o4984-l33305, And into action wakes the big design. ,o4984-l33310,/aɪn/ | /aɪn/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
design | shine, And into action wakes the big design. ,o4984-l33310," With all its lustre bids bright Virtue shine,",o4984-l33305,/aɪn/ | /aɪn/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
rest | breast,What breaks th' aspiring statesman's rest? ,o4984-l33315,"Ambition wakes his anxious breast,",o4984-l33325,/est/ | /est/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
sing | wing,What gives the Muse to sing? ,o4984-l33320, And plumes her towering wing:,o4984-l33330,/ɪŋ/ | /ɪŋ/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
breast | rest,"Ambition wakes his anxious breast,",o4984-l33325,What breaks th' aspiring statesman's rest? ,o4984-l33315,/est/ | /est/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
wing | sing, And plumes her towering wing:,o4984-l33330,What gives the Muse to sing? ,o4984-l33320,/ɪŋ/ | /ɪŋ/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
bear | there, Instructs the feeble Monarch how to bear,o4984-l33335," The crown, and all the thorns that fasten there. ",o4984-l33340,/eə/ | /eə/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
there | bear," The crown, and all the thorns that fasten there. ",o4984-l33340, Instructs the feeble Monarch how to bear,o4984-l33335,/eə/ | /eə/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
fires | inspires,"The General's wakeful bosom fires,",o4984-l33345," The Scholar's flattering hope inspires,",o4984-l33355,/æəz/ | /æəz/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
camp | lamp, And guards the jealous camp;,o4984-l33350, And trims the midnight lamp;,o4984-l33360,/æmp/ | /æmp/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
inspires | fires," The Scholar's flattering hope inspires,",o4984-l33355,"The General's wakeful bosom fires,",o4984-l33345,/æəz/ | /æəz/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
lamp | camp, And trims the midnight lamp;,o4984-l33360, And guards the jealous camp;,o4984-l33350,/æmp/ | /æmp/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
springs | wings," The pride of arts from fair Ambition springs,",o4984-l33365, And blooms secure beneath her fostering wings. ,o4984-l33370,/ɪŋz/ | /ɪŋz/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
wings | springs, And blooms secure beneath her fostering wings. ,o4984-l33370," The pride of arts from fair Ambition springs,",o4984-l33365,/ɪŋz/ | /ɪŋz/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
ray | sway,"Oft, Goddess, as thy genial ray",o4984-l33375," Love trembling quits his sensual sway,",o4984-l33385,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
heart | dart," Pervades the feeling heart,",o4984-l33380, And drops his feeble dart:,o4984-l33390,/ɑːt/ | /ɑːt/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
sway | ray," Love trembling quits his sensual sway,",o4984-l33385,"Oft, Goddess, as thy genial ray",o4984-l33375,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
